episode_step,progress,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,obs_83,obs_84,obs_85,obs_86,obs_87,obs_88,obs_89,obs_90,obs_91,obs_92,obs_93,obs_94,obs_95,obs_96,obs_97,obs_98,obs_99,obs_100,obs_101,obs_102,obs_103,obs_104,obs_105,obs_106,obs_107,obs_108,obs_109,obs_110,obs_111,obs_112,obs_113,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20
88,0.126270,-0.366776,0.216385,-0.082292,0.658740,-0.300907,-0.231276,-0.610233,0.084850,-0.059058,1.111946,-0.504219,-0.103387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050317,-0.072003,0.014508,0.100458,-0.045560,0.072296,2.323788,0.461195,-0.046553,-4.189178,1.850720,-0.404326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.891511,0.375812,-0.290081,0.902464,-0.347938,0.210535,-0.380151,0.430143,-0.546426,0.441204,-0.243282,-0.068427,-0.013738,-0.349767,-0.486097,-0.503728,-0.230718,0.431981,0.558437,-0.627418,-0.346854,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,0.000000,-0.919858,-0.689894,-2.529610,0.076655,-2.912885,0.613239,-1.379787,-0.766549,2.146336,0.000000,-2.222991,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-0.646286,-4.785106,3.389154,-0.001717,2.152885,0.289187,-2.021073,5.153484,-2.483139,10.595890,2.298631,2.763623,0.294363,3.135629,0.861597,1.803169,0.948384,0.499356,0.295000,-2.813043,-1.634018,-1.238472,-5.496689,3.636661,0.288966,2.326131,-0.076205,-0.585763,5.765526,-3.537028,10.682934,2.101115,2.836503,0.443935,3.210847,0.685662,2.221405,1.093501,-0.168422,0.938346,-3.463484,-2.314322
89,0.127721,-0.367771,0.214953,-0.082000,0.660728,-0.301809,-0.229837,-0.566032,0.092152,-0.058271,1.032158,-0.468812,-0.109030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049520,-0.071612,0.014735,0.098962,-0.044877,0.071999,2.157147,0.296514,0.083886,-3.894898,1.733098,-0.205945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.897190,0.361382,-0.274634,0.906702,-0.345870,0.217473,-0.363934,0.300832,-0.697384,0.441204,-0.247884,-0.060757,-0.090437,-0.349767,-0.519845,-0.492990,-0.252194,0.442719,0.595253,-0.627418,-0.356058,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,0.000000,-0.459929,0.076655,-2.452955,-0.000000,1.993026,0.536584,-0.996513,0.459929,1.839717,0.000000,-4.062707,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-1.238472,-5.496689,3.636661,0.288966,2.326131,-0.076205,-0.585763,5.765526,-3.537028,10.682934,2.101115,2.836503,0.443935,3.210847,0.685662,2.221405,1.093501,-0.168422,0.938346,-3.463484,-2.314322,-1.936591,-5.832531,3.383504,1.275210,2.851844,0.203381,1.067579,6.751649,-4.435457,10.338302,1.963274,2.959114,0.182390,3.281804,0.470520,2.497328,1.317962,-0.633616,1.730290,-4.394804,-3.253266
90,0.129173,-0.368756,0.213521,-0.081703,0.662698,-0.302702,-0.228396,-0.523948,0.096711,-0.055703,0.956150,-0.434895,-0.111625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049134,-0.071614,0.014961,0.098260,-0.044557,0.072071,2.077740,0.193643,0.150651,-3.753176,1.677283,-0.091591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900964,0.346549,-0.257742,0.911520,-0.349045,0.221437,-0.339843,0.124939,-0.717383,0.436602,-0.250951,-0.065359,-0.156398,-0.351301,-0.536719,-0.486854,-0.281340,0.439651,0.610592,-0.627418,-0.437359,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,-0.153310,0.076655,-0.229965,-4.062707,-0.000000,0.076655,0.306619,-1.303133,0.153310,0.766549,0.000000,0.536584,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-1.936591,-5.832531,3.383504,1.275210,2.851844,0.203381,1.067579,6.751649,-4.435457,10.338302,1.963274,2.959114,0.182390,3.281804,0.470520,2.497328,1.317962,-0.633616,1.730290,-4.394804,-3.253266,-2.647406,-5.278423,2.643182,2.277589,3.165334,0.489159,2.931102,7.080563,-4.978155,8.232440,1.714290,2.732409,0.159533,3.209990,0.346700,2.795789,1.429441,-1.361611,2.570686,-5.252904,-3.800873
91,0.130624,-0.369737,0.212089,-0.081402,0.664659,-0.303591,-0.226954,-0.482922,0.099898,-0.052245,0.882031,-0.401721,-0.112694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.200865,-0.311743,0.072628,0.403926,-0.183087,0.316147,1.281371,-0.177698,0.247193,-2.293181,1.027214,0.275345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.902443,0.333380,-0.241214,0.915797,-0.356947,0.223993,-0.341932,0.013425,-0.693010,0.433534,-0.255553,-0.048485,-0.207019,-0.360505,-0.535185,-0.491456,-0.285942,0.436583,0.641272,-0.627418,-0.446563,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,-0.153310,-0.383274,0.843203,-2.606265,-0.459929,-0.229965,-0.153310,-0.229965,-0.536584,1.533097,0.000000,-4.752601,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-2.647406,-5.278423,2.643182,2.277589,3.165334,0.489159,2.931102,7.080563,-4.978155,8.232440,1.714290,2.732409,0.159533,3.209990,0.346700,2.795789,1.429441,-1.361611,2.570686,-5.252904,-3.800873,-2.790312,-4.869598,2.332396,3.403728,3.724028,0.658359,3.577668,7.226223,-4.415318,6.313245,2.047731,2.416631,0.190014,3.259220,0.320473,2.914187,1.283759,-1.596496,2.659448,-5.540570,-3.539514
92,0.132075,-0.376791,0.201051,-0.078798,0.678855,-0.310026,-0.215750,-0.472693,0.089603,-0.045815,0.864422,-0.393806,-0.100611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.393913,-0.649270,0.164874,0.795680,-0.360525,0.663069,0.426476,-0.613325,0.360314,-0.723325,0.325130,0.709612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.902466,0.321776,-0.225789,0.919539,-0.366844,0.225628,-0.334662,-0.048871,-0.624459,0.428932,-0.255553,-0.063825,-0.249971,-0.362039,-0.562796,-0.492990,-0.293612,0.438117,0.642806,-0.627418,-0.497185,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,-0.076655,0.000000,-0.919858,-2.376301,-0.153310,-1.303133,-0.076655,-0.383274,0.306619,0.306619,0.000000,0.843203,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-2.790312,-4.869598,2.332396,3.403728,3.724028,0.658359,3.577668,7.226223,-4.415318,6.313245,2.047731,2.416631,0.190014,3.259220,0.320473,2.914187,1.283759,-1.596496,2.659448,-5.540570,-3.539514,-2.218805,-3.375542,1.009946,4.308505,3.812792,0.828441,3.634913,6.523988,-3.225395,3.176026,2.504053,1.897867,0.355977,3.433816,0.348329,2.942683,0.874441,-1.582230,2.658939,-5.561492,-2.849361
93,0.133527,-0.385493,0.186118,-0.074807,0.696486,-0.318012,-0.200431,-0.465863,0.075365,-0.037832,0.853098,-0.388716,-0.084310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.517482,-0.941476,0.268840,1.053260,-0.476936,0.971693,0.171515,-0.909063,0.476829,-0.252056,0.113288,1.025978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.902138,0.316741,-0.218818,0.921090,-0.371841,0.226424,-0.338514,-0.063774,-0.565907,0.425864,-0.255553,-0.066893,-0.266845,-0.362039,-0.565864,-0.503728,-0.295146,0.431981,0.641272,-0.628952,-0.524796,-0.237767,0.115049,0.288388,0.024544,-0.012272,0.411107,0.076699,-0.107379,0.000000,-0.383274,0.000000,-0.919858,-1.993026,-0.000000,-1.303133,-0.076655,-0.383274,-0.383274,0.306619,-0.076655,-3.372814,-0.306619,0.076655,0.996513,0.229965,0.076655,0.459929,1.073168,-0.153310,0.000000,-2.218805,-3.375542,1.009946,4.308505,3.812792,0.828441,3.634913,6.523988,-3.225395,3.176026,2.504053,1.897867,0.355977,3.433816,0.348329,2.942683,0.874441,-1.582230,2.658939,-5.561492,-2.849361,-0.720349,-1.569904,0.297503,4.237126,3.676503,1.004509,3.053247,4.642930,-1.070082,0.838615,3.457772,0.972235,0.054081,3.395431,0.216474,3.332351,0.827797,-1.515319,1.844758,-4.849707,-2.273633
94,0.134978,-0.397490,0.163392,-0.068044,0.720986,-0.329103,-0.176882,-0.465832,0.053240,-0.026742,0.854340,-0.389275,-0.059572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.571134,-1.201958,0.389248,1.172601,-0.530589,1.257297,0.061169,-1.173965,0.589145,-0.058328,0.026246,1.313112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901500,0.308223,-0.206522,0.923280,-0.380323,0.229242,-0.341683,-0.045445,-0.453271,0.427398,-0.263223,-0.048485,-0.294456,-0.362039,-0.547456,-0.506796,-0.301282,0.431981,0.644340,-0.628952,-0.529398,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.076655,-0.383274,0.459929,-1.149823,-0.000000,0.613239,-0.076655,-0.153310,0.000000,0.153310,0.000000,-0.689894,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,-0.720349,-1.569904,0.297503,4.237126,3.676503,1.004509,3.053247,4.642930,-1.070082,0.838615,3.457772,0.972235,0.054081,3.395431,0.216474,3.332351,0.827797,-1.515319,1.844758,-4.849707,-2.273633,1.562315,0.157991,-0.047669,1.438704,4.480407,0.035748,3.370219,2.090985,0.871473,-0.686375,3.064057,0.949025,-0.494927,2.401472,0.702752,4.388582,1.523628,-0.770500,1.054301,-3.840267,-3.274542
95,0.136430,-0.408338,0.138039,-0.059237,0.743390,-0.339236,-0.150139,-0.463416,0.028406,-0.014266,0.850765,-0.387666,-0.031785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.528041,-1.300472,0.465892,1.094031,-0.494654,1.377078,0.150611,-1.275578,0.641103,-0.239000,0.107527,1.427445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901819,0.300671,-0.196071,0.924755,-0.385069,0.233290,-0.308588,-0.000467,-0.377769,0.428932,-0.264757,-0.050019,-0.320534,-0.352835,-0.565864,-0.508330,-0.301282,0.424311,0.645874,-0.622816,-0.569282,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.000000,-0.076655,0.459929,-1.149823,0.306619,-0.000000,-0.076655,-0.229965,-0.383274,0.076655,0.076655,-1.149823,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,1.562315,0.157991,-0.047669,1.438704,4.480407,0.035748,3.370219,2.090985,0.871473,-0.686375,3.064057,0.949025,-0.494927,2.401472,0.702752,4.388582,1.523628,-0.770500,1.054301,-3.840267,-3.274542,3.032029,-0.497323,1.876417,-3.070706,6.129806,-1.615111,5.492582,0.170052,1.276606,2.127779,2.200939,2.196249,-1.608755,1.406039,1.882280,5.721245,3.625771,-0.509585,0.858402,-2.950185,-6.561505
96,0.137881,-0.418612,0.111373,-0.049408,0.764747,-0.348890,-0.121799,-0.459808,0.002217,-0.001098,0.844780,-0.384974,-0.002474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.449884,-1.494633,0.599180,0.941283,-0.425223,1.608058,0.333376,-1.477192,0.720448,-0.609916,0.274608,1.643487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.903754,0.289714,-0.182454,0.926650,-0.387220,0.239553,-0.273884,0.064160,-0.396445,0.428932,-0.277029,-0.025476,-0.354281,-0.342097,-0.530583,-0.508330,-0.298214,0.410505,0.645874,-0.609010,-0.592291,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.000000,-0.306619,0.843203,-0.996513,0.459929,1.763062,-0.000000,0.076655,-0.306619,0.000000,0.459929,-0.689894,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,3.032029,-0.497323,1.876417,-3.070706,6.129806,-1.615111,5.492582,0.170052,1.276606,2.127779,2.200939,2.196249,-1.608755,1.406039,1.882280,5.721245,3.625771,-0.509585,0.858402,-2.950185,-6.561505,1.052956,-10.130562,2.043772,0.453176,6.443211,-4.000785,7.457630,6.683075,-4.719640,9.392447,3.803421,5.978295,-1.114973,3.442900,1.074861,4.586332,3.777413,-1.638654,3.689917,-4.009553,-7.591419
97,0.139332,-0.426334,0.078254,-0.035270,0.781041,-0.356245,-0.085817,-0.450081,-0.030682,0.014552,0.826368,-0.376682,0.033954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.340392,-1.557914,0.670472,0.718626,-0.324380,1.694903,0.477205,-1.549390,0.728908,-0.908451,0.409207,1.712127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.904928,0.285419,-0.177606,0.927352,-0.386732,0.241978,-0.258883,0.085430,-0.438263,0.428932,-0.278563,-0.022408,-0.365019,-0.334427,-0.536719,-0.508330,-0.298214,0.401301,0.645874,-0.607476,-0.604563,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.000000,-0.306619,0.843203,-0.996513,0.306619,-0.306619,-0.000000,0.153310,-0.689894,0.000000,0.459929,-0.689894,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,1.052956,-10.130562,2.043772,0.453176,6.443211,-4.000785,7.457630,6.683075,-4.719640,9.392447,3.803421,5.978295,-1.114973,3.442900,1.074861,4.586332,3.777413,-1.638654,3.689917,-4.009553,-7.591419,-1.523014,-11.569032,-0.218233,3.972027,7.510822,-3.727019,7.206469,9.580444,-9.349264,6.553020,2.961558,6.321394,0.247710,5.512577,0.610706,3.670569,1.169230,-2.723635,6.330937,-4.979067,-6.490641
98,0.140784,-0.432228,0.049057,-0.022589,0.793492,-0.361865,-0.054003,-0.440720,-0.059759,0.028058,0.808442,-0.368605,0.066011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.203301,-1.263785,0.561131,0.430347,-0.194205,1.382280,0.449836,-1.262761,0.568216,-0.871967,0.393041,1.384254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.908045,0.275196,-0.166847,0.929140,-0.384209,0.246914,-0.224341,0.129302,-0.527750,0.428932,-0.278563,-0.019340,-0.381893,-0.314486,-0.521379,-0.502194,-0.285942,0.382893,0.656612,-0.589068,-0.621437,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.000000,-0.076655,0.229965,-1.073168,0.919858,0.843203,0.153310,0.536584,-0.843203,0.306619,0.383274,-1.073168,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,-1.523014,-11.569032,-0.218233,3.972027,7.510822,-3.727019,7.206469,9.580444,-9.349264,6.553020,2.961558,6.321394,0.247710,5.512577,0.610706,3.670569,1.169230,-2.723635,6.330937,-4.979067,-6.490641,-1.900169,-8.352153,-1.058938,6.086647,6.045184,-1.176621,5.394832,8.598231,-6.771164,2.713455,2.812791,5.328287,0.872976,4.740204,-0.111550,3.000957,0.287477,-2.108813,5.782570,-4.443453,-3.873725
99,0.142235,-0.434466,0.027703,-0.012825,0.798255,-0.364013,-0.030526,-0.432088,-0.081192,0.037280,0.791489,-0.360960,0.089325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.079069,-1.015262,0.466627,0.168294,-0.075908,1.117250,0.415860,-1.021077,0.428412,-0.823171,0.371367,1.106137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.912260,0.262498,-0.154428,0.931430,-0.379386,0.252058,-0.188764,0.201193,-0.632409,0.427398,-0.283165,-0.007068,-0.383427,-0.293010,-0.495301,-0.485320,-0.270602,0.356816,0.685758,-0.570660,-0.635243,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,-0.076655,-0.229965,0.536584,-0.076655,0.843203,1.149823,0.613239,0.766549,-1.073168,1.303133,0.689894,-0.613239,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,-1.900169,-8.352153,-1.058938,6.086647,6.045184,-1.176621,5.394832,8.598231,-6.771164,2.713455,2.812791,5.328287,0.872976,4.740204,-0.111550,3.000957,0.287477,-2.108813,5.782570,-4.443453,-3.873725,-1.207889,-5.095509,-2.310019,6.806338,5.120268,0.053414,3.348867,7.004133,-3.667434,0.508370,2.982347,3.756680,1.164545,4.250483,-0.357444,2.451066,-0.172464,-1.503665,4.716523,-4.435953,-2.040138
100,0.143687,-0.435390,0.008446,-0.003924,0.800224,-0.364901,-0.009313,-0.424085,-0.100602,0.045195,0.775515,-0.353751,0.110257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.029811,-0.936609,0.434213,0.063494,-0.028638,1.032332,0.392264,-0.945184,0.379399,-0.786462,0.355021,1.016840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917629,0.246859,-0.139899,0.934180,-0.372002,0.257618,-0.171350,0.277578,-0.748987,0.425864,-0.275495,-0.004000,-0.394165,-0.259262,-0.484563,-0.445437,-0.255262,0.329204,0.702631,-0.558388,-0.652117,-0.119650,0.187146,0.317534,0.128854,0.059825,0.355884,0.036816,-0.128854,-0.000000,0.000000,0.383274,0.153310,-0.459929,1.303133,0.459929,1.533097,0.766549,-1.303133,0.919858,0.689894,-0.766549,1.379787,0.536584,-0.229965,0.613239,1.149823,-0.919858,-0.766549,-0.153310,-0.000000,-1.207889,-5.095509,-2.310019,6.806338,5.120268,0.053414,3.348867,7.004133,-3.667434,0.508370,2.982347,3.756680,1.164545,4.250483,-0.357444,2.451066,-0.172464,-1.503665,4.716523,-4.435953,-2.040138,-0.916342,-3.376033,-2.456177,6.957432,3.920421,0.512522,3.017437,5.903600,-2.089225,-0.140142,3.174595,2.588383,0.997100,3.810808,-0.670415,2.271910,-0.661212,-1.525827,4.029054,-4.051405,-1.319649
101,0.145138,-0.435658,-0.009762,0.004544,0.800795,-0.365159,0.010767,-0.416397,-0.118999,0.052456,0.760031,-0.346759,0.129998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.270820,-0.879426,0.421409,0.486036,-0.219025,0.975182,0.390426,-0.956089,0.362613,-0.797912,0.360477,1.020101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.923247,0.228636,-0.122942,0.937212,-0.364005,0.263361,-0.148823,0.273560,-0.860211,0.384447,-0.264757,0.003670,-0.400301,-0.225515,-0.450816,-0.422427,-0.227651,0.306194,0.708767,-0.533845,-0.656719,0.003068,0.208621,0.190214,0.240835,0.056757,0.125786,0.090505,-0.208621,0.000000,-0.766549,0.229965,0.383274,-0.306619,1.609752,1.073168,1.686407,0.919858,-1.149823,0.613239,1.149823,-0.229965,0.229965,0.076655,-1.149823,0.843203,0.613239,-1.916371,0.306619,-0.459929,0.000000,-0.916342,-3.376033,-2.456177,6.957432,3.920421,0.512522,3.017437,5.903600,-2.089225,-0.140142,3.174595,2.588383,0.997100,3.810808,-0.670415,2.271910,-0.661212,-1.525827,4.029054,-4.051405,-1.319649,0.715788,-1.387205,-2.799104,6.058451,3.554657,0.661390,2.982390,4.272633,-0.508695,-1.662528,3.128739,1.788509,0.165181,2.759492,-0.685299,3.139522,-1.438471,-1.032163,3.092738,-3.435560,-2.051152
102,0.146589,-0.446223,-0.026731,0.012932,0.819665,-0.373662,0.029694,-0.408468,-0.138845,0.059699,0.743599,-0.339332,0.151061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.693014,-0.742949,0.381473,1.243356,-0.559653,0.835202,0.377364,-0.924734,0.333392,-0.781251,0.353185,0.979864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.927477,0.208831,-0.104012,0.940844,-0.359121,0.266837,-0.095848,0.228992,-0.906087,0.338427,-0.252485,0.000602,-0.407971,-0.193301,-0.424738,-0.394816,-0.215379,0.272447,0.708767,-0.489359,-0.664388,0.003068,0.208621,0.190214,0.240835,0.056757,0.125786,0.090505,-0.208621,0.000000,-1.916371,0.459929,-0.153310,-0.306619,1.533097,1.839717,0.306619,0.919858,-0.996513,0.000000,1.839717,-0.383274,0.229965,0.076655,-1.149823,0.843203,0.613239,-1.916371,0.306619,-0.459929,0.000000,0.715788,-1.387205,-2.799104,6.058451,3.554657,0.661390,2.982390,4.272633,-0.508695,-1.662528,3.128739,1.788509,0.165181,2.759492,-0.685299,3.139522,-1.438471,-1.032163,3.092738,-3.435560,-2.051152,3.843666,1.530168,-0.963141,1.095421,3.518167,-0.003822,3.011128,2.181065,1.838578,-3.330485,2.768512,2.096171,-0.926063,0.402886,-0.173085,5.703477,-0.322778,-0.623778,1.275503,-2.602037,-4.030443
103,0.148041,-0.463379,-0.039480,0.019803,0.850529,-0.387545,0.044175,-0.401303,-0.155989,0.065792,0.728781,-0.332632,0.169193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.187319,-0.426419,0.267669,2.142899,-0.963107,0.501803,0.320101,-0.722068,0.247075,-0.660215,0.298597,0.760081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.929104,0.198703,-0.094335,0.942831,-0.357584,0.267558,-0.055826,0.226008,-0.936259,0.316951,-0.232544,0.002136,-0.421777,-0.171825,-0.404796,-0.359534,-0.200039,0.252505,0.708767,-0.464816,-0.662854,0.003068,0.208621,0.190214,0.240835,0.056757,0.125786,0.090505,-0.208621,0.000000,-1.993026,1.149823,-0.153310,-0.306619,1.686407,1.303133,2.759575,1.226478,-1.839717,0.000000,1.839717,-0.383274,0.229965,0.076655,-1.149823,0.843203,0.613239,-1.916371,0.306619,-0.459929,0.000000,3.843666,1.530168,-0.963141,1.095421,3.518167,-0.003822,3.011128,2.181065,1.838578,-3.330485,2.768512,2.096171,-0.926063,0.402886,-0.173085,5.703477,-0.322778,-0.623778,1.275503,-2.602037,-4.030443,5.846905,0.908464,3.378954,-2.262654,4.954727,-1.258907,5.021566,2.077253,0.249561,-1.121395,3.527099,2.902520,-2.718582,-0.572732,1.135301,8.775942,2.344732,-0.858910,-0.848997,-2.269416,-7.500403
104,0.149492,-0.493716,-0.043788,0.023639,0.905381,-0.412186,0.049766,-0.395664,-0.167728,0.069582,0.717190,-0.327388,0.181464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.693433,-0.127913,0.159606,3.059863,-1.371152,0.189134,0.274557,-0.550114,0.172163,-0.562863,0.254723,0.573071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.932010,0.177202,-0.074569,0.947418,-0.354678,0.266456,0.032402,0.244931,-1.000000,0.258660,-0.209534,-0.004000,-0.429447,-0.131942,-0.372583,-0.290505,-0.175495,0.227961,0.710301,-0.409592,-0.662854,0.003068,0.208621,0.190214,0.240835,0.056757,0.125786,0.090505,-0.208621,0.000000,-2.759575,1.226478,-0.153310,-0.843203,1.839717,1.533097,3.372814,1.073168,-1.303133,0.076655,2.376301,-0.000000,0.229965,0.076655,-1.149823,0.843203,0.613239,-1.916371,0.306619,-0.459929,0.000000,5.846905,0.908464,3.378954,-2.262654,4.954727,-1.258907,5.021566,2.077253,0.249561,-1.121395,3.527099,2.902520,-2.718582,-0.572732,1.135301,8.775942,2.344732,-0.858910,-0.848997,-2.269416,-7.500403,2.019359,-5.674114,2.357920,0.107826,5.828105,-1.407783,5.900477,5.829626,-4.711680,3.353912,2.237778,4.315430,-0.993179,1.130940,1.543065,6.889878,2.848782,-1.287363,2.422915,-2.769399,-7.078116
105,0.150943,-0.531116,-0.044596,0.026187,0.972924,-0.442391,0.051741,-0.390320,-0.177993,0.072678,0.706266,-0.322443,0.192116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.958291,0.003320,0.111315,3.535753,-1.579756,0.053528,0.263502,-0.494844,0.146111,-0.537866,0.243500,0.512335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.934505,0.154948,-0.054526,0.951971,-0.351749,0.264089,0.061545,0.268767,-1.000000,0.208039,-0.188058,-0.010136,-0.449388,-0.090524,-0.332699,-0.244486,-0.154019,0.200350,0.707233,-0.388117,-0.653651,0.003068,0.208621,0.190214,0.240835,0.056757,0.125786,0.090505,-0.208621,0.000000,-2.529610,0.843203,-0.383274,-0.536584,1.609752,1.993026,2.376301,0.919858,-1.149823,0.153310,0.919858,0.536584,0.229965,0.076655,-1.149823,0.843203,0.613239,-1.916371,0.306619,-0.459929,0.000000,2.019359,-5.674114,2.357920,0.107826,5.828105,-1.407783,5.900477,5.829626,-4.711680,3.353912,2.237778,4.315430,-0.993179,1.130940,1.543065,6.889878,2.848782,-1.287363,2.422915,-2.769399,-7.078116,-1.939798,-7.676435,-1.382767,5.062247,5.138146,-1.226866,4.954222,7.631769,-6.631741,2.079400,1.320258,4.557758,0.121020,4.174161,0.612286,3.333272,0.962569,-1.000640,5.472520,-4.179102,-3.850837
